osm_id,osm_type,name,longitude,latitude,geom_type
"12106039",relations,Berdoongma_Thoongkhar,91.5540954932346,27.0451526892446,POLYGON
"12106036",relations,Doongsingma_Tsangpo,91.6255827166603,27.117137172041,POLYGON
"12174895",relations,Sachhilo,91.642913609676,27.0059336196118,POLYGON
"12109770",relations,Passaphu_Peydoong,91.6367488783034,27.0777622595617,POLYGON
"13533722",relations,Tsirang Toed,90.1004295004574,27.064775501891,POLYGON
"13406066",relations,Gyapakha,89.9854767070267,27.2209162041632,POLYGON
"12193059",relations,Gongdue Gewog,91.159834770493,27.0400371957913,POLYGON
"13617694",relations,Nyimzhong Maed,90.624461879466,27.1914356562414,POLYGON
"12193882",relations,Gashari,91.2083512701355,26.860418771842,POLYGON
"12101800",relations,Merag Toed,91.7972800426327,27.3321723759678,POLYGON
"13569141",relations,Nyimalung Tharpaling,89.0148929887686,26.978548646216,POLYGON
"13569192",relations,Dungkar,88.9587453393845,26.9411707045507,POLYGON
"9541241",relations,Kalimpong District,88.631043909644,27.0346317059201,POLYGON
"10060108",relations,Lhou Circle,91.9400281478199,27.602703320955,POLYGON
"12152927",relations,Shingkhar,90.9676466598182,27.4827171171774,POLYGON
"13409598",relations,Khilikhar Loongkha,89.8926710877129,27.6015724865482,POLYGON
"13687273",relations,Bakhaphai,91.3946414585741,27.3426908668487,POLYGON
"12117222",relations,Tshoduen,91.8176205055419,26.8748007985157,POLYGON
"12174878",relations,Nabar_Philooma,91.4414813378797,26.8955205448299,POLYGON
"13677148",relations,Labtsa Shing-Gar,91.2675776429508,27.2325869851086,POLYGON
"13699068",relations,Bauchhoeling Panglen,91.3582185774599,27.2091095222071,POLYGON
"12110376",relations,Chhiya,91.4769439553849,27.2234787668167,POLYGON
"12205865",relations,Khangma,91.3498498224303,27.0537973526245,POLYGON
"13448732",relations,,91.4009242675906,27.0182211916584,POLYGON
"12109775",relations,Kakaniwog,91.6338400442408,27.3619039246097,POLYGON
"13684928",relations,Malang Serzhong,91.3227536059988,27.3758804738232,POLYGON
"13424993",relations,Dungtse Lengkhar,91.5463904992273,27.5199157568614,POLYGON
"13554080",relations,Pekarling Rigzinling,89.4328887559431,26.8745021811357,POLYGON
